regulator	target	beta.sign.sum	prior	ens_tf	ens_target
TFEC	ACACA	156.17312029308701	1	ENSG00000167081	ENSG00000178175
HOXA2	NUP50	56.225438783631496	1	ENSG00000120837	ENSG00000177463
HOXA2	ADAMDEC1	-256.03249667355203	1	ENSG00000120837	ENSG00000167996
HOXA2	TBX3	-157.32627462278501	1	ENSG00000120837	ENSG00000143641
HOXA2	IRF8	-178.859326857665	1	ENSG00000120837	ENSG00000204592
HOXA2	IMPA2	-229.26885289629601	1	ENSG00000120837	ENSG00000204632
HOXA2	TAGAP	-197.56942746180599	1	ENSG00000120837	ENSG00000105402
HOXA2	ABTB2	-100.46569023326299	1	ENSG00000120837	ENSG00000181019
HOXA2	SPSB1	-148.948341638166	1	ENSG00000120837	ENSG00000138035
HOXA2	STARD5	-69.577629750703494	1	ENSG00000120837	ENSG00000105287
HOXA3	IRF6	-90.730728181880096	1	ENSG00000005889	ENSG00000019582
HOXA3	FOS	336.93244030371199	1	ENSG00000005889	ENSG00000121879
EVX1	NAPA	139.885511834965	1	ENSG00000204531	ENSG00000078053
EVX1	HAS1	118.589973724956	0	ENSG00000204531	ENSG00000116194
ZKSCAN1	BAX	60.335770624152602	1	ENSG00000126603	ENSG00000112033
ZKSCAN1	RELA	258.04745411599799	1	ENSG00000126603	ENSG00000169403
ZKSCAN1	MARCKS	27.094559801414498	1	ENSG00000126603	ENSG00000100811
PAX4	STAT5B	-158.74468586685302	1	ENSG00000117707	ENSG00000187514
NOBOX	PHF11	231.53203630832002	1	ENSG00000205250	ENSG00000115271
NRF1	MAFF	-259.689061835551	1	ENSG00000126767	ENSG00000135919
LHX2	RARRES3	169.735016097765	1	ENSG00000130182	ENSG00000170345
LHX2	CIDEA	-340.72392705439097	1	ENSG00000130182	ENSG00000107551
CREB3	CYP2E1	-163.007721037256	1	ENSG00000072736	ENSG00000141736
GLIS3	HAMP	-153.298819901332	0	ENSG00000175325	ENSG00000152766
GLIS3	TRIM38	-46.142591483503892	1	ENSG00000175325	ENSG00000157693
GLIS3	RORC	-413.96340283029798	0	ENSG00000175325	ENSG00000131203
GLIS3	CXCL3	96.794583476712305	0	ENSG00000175325	ENSG00000110079
GLIS3	MTHFR	-75.796798842225087	0	ENSG00000175325	ENSG00000090104
HOXB6	MMP9	-185.22839242342201	1	ENSG00000139083	ENSG00000148200
HOXB6	ENO2	71.212818320315293	1	ENSG00000139083	ENSG00000010671
PHOX2B	SAMHD1	542.716427784389	1	ENSG00000125740	ENSG00000138075
ELF2	UPP2	295.92213105421501	1	ENSG00000164330	ENSG00000114650
ELF2	ETV7	489.77656446058603	1	ENSG00000164330	ENSG00000131408
ELF2	RORA	165.39048331818898	1	ENSG00000164330	ENSG00000126456
ELF2	GADD45B	336.93550738946402	1	ENSG00000164330	ENSG00000160113
ELF2	GTPBP1	339.62888869693501	1	ENSG00000164330	ENSG00000173153
ELF2	NAMPT	893.9977054623289	1	ENSG00000164330	ENSG00000130203
ELF2	ALOX12	531.47506775851798	1	ENSG00000164330	ENSG00000087088
ELF2	CR2	-128.826596098214	1	ENSG00000164330	ENSG00000026508
ELF2	SPP1	187.63209934493599	1	ENSG00000164330	ENSG00000010278
ELF2	NR4A3	220.88626383402197	1	ENSG00000164330	ENSG00000221869
ELF2	GAD1	172.18052701223399	1	ENSG00000164330	ENSG00000106991
ELF2	UBE2L6	468.20454679618399	1	ENSG00000164330	ENSG00000172037
ELF2	STAT2	455.24468689275801	1	ENSG00000164330	ENSG00000187091
ELF2	STAT5B	-108.809662823067	1	ENSG00000164330	ENSG00000187514
NKX3-2	KLK3	334.74928486108104	1	ENSG00000140009	ENSG00000196684
NKX3-2	ZNF385B	215.78523867905702	1	ENSG00000140009	ENSG00000216490
NKX3-2	CD7	304.60414729882302	1	ENSG00000140009	ENSG00000196396
NKX3-2	CIDEA	248.90903668454101	1	ENSG00000140009	ENSG00000107551
KLF3	LTF	68.192503402090509	1	ENSG00000118217	ENSG00000169710
KLF3	CFB	-35.729041047113597	0	ENSG00000118217	ENSG00000114638
ELK3	AMPH	410.44558136472506	1	ENSG00000129911	ENSG00000109320
ELK3	NDC80	635.573360845102	1	ENSG00000129911	ENSG00000162924
ELK3	RNF24	-615.09125124842501	1	ENSG00000129911	ENSG00000005471
ELK3	MAP4K1	430.68906336553704	1	ENSG00000129911	ENSG00000163568
ELK3	RASSF4	251.88194028971802	1	ENSG00000129911	ENSG00000162772
ELK3	CSF3	364.47979313972502	1	ENSG00000129911	ENSG00000158470
ELK3	VDR	467.429599683584	1	ENSG00000129911	ENSG00000139618
ELK3	MYB	197.70658554705898	1	ENSG00000129911	ENSG00000112149
ELK3	CCDC92	101.622130137539	1	ENSG00000129911	ENSG00000124762
ELK3	IFIT3	216.64539138408901	1	ENSG00000129911	ENSG00000003402
ELK3	MAX	-303.33173469910002	1	ENSG00000129911	ENSG00000188641
ELK3	CCR7	417.09647851944504	1	ENSG00000129911	ENSG00000120129
ELK3	IRF3	347.15937202312102	1	ENSG00000129911	ENSG00000146425
ELK3	SERPINE2	230.031428550774	1	ENSG00000129911	ENSG00000154451
ELK3	DYNLT1	-85.297462572772702	1	ENSG00000129911	ENSG00000027697
ELK3	PDK1	231.13515724896598	1	ENSG00000129911	ENSG00000134352
ELK3	DMP1	-409.60473068324097	1	ENSG00000129911	ENSG00000141401
ELK3	FAM134B	274.90254110693297	1	ENSG00000129911	ENSG00000235750
ELK3	IL12A	867.87407364207991	1	ENSG00000129911	ENSG00000104213
ELK3	FOS	119.715648610643	1	ENSG00000129911	ENSG00000121879
ELK3	P2RY6	195.27589479724998	1	ENSG00000129911	ENSG00000146278
ELK3	CYP7B1	322.71098576047098	1	ENSG00000129911	ENSG00000240065
ELK3	RARG	253.62038770431198	1	ENSG00000129911	ENSG00000092010
ELK3	CD7	177.898761807543	1	ENSG00000129911	ENSG00000196396
ELK3	USP18	555.97660994906903	1	ENSG00000129911	ENSG00000170542
ELK3	PLSCR1	-313.96771537829602	1	ENSG00000129911	ENSG00000073849
ELK3	SIRPA	-325.18561623270699	1	ENSG00000129911	ENSG00000178726
ELK3	MUC2	-147.55729188399599	1	ENSG00000129911	ENSG00000145365
ELK3	HLA-F	540.62770687036198	1	ENSG00000129911	ENSG00000049249
VDR	IL1B	-155.974437588244	1	ENSG00000188290	ENSG00000215301
VDR	RSAD2	-283.69563952841298	1	ENSG00000188290	ENSG00000196371
VDR	IFIT1	-356.42200448010902	1	ENSG00000188290	ENSG00000155287
RFX4	LGMN	-126.05404703468099	1	ENSG00000106459	ENSG00000169083
RFX4	C9orf91	-170.58660175770299	0	ENSG00000106459	ENSG00000148346
RFX4	TXNIP	-371.04475619587998	1	ENSG00000106459	ENSG00000150630
RFX4	CCL23	-111.95606866372	1	ENSG00000106459	ENSG00000169884
BACH2	CCND1	1571.5258983046499	1	ENSG00000152977	ENSG00000121380
BACH2	AICDA	942.97175970797389	1	ENSG00000152977	ENSG00000165507
BACH2	NRN1	-625.85972581415706	1	ENSG00000152977	ENSG00000138061
BACH2	CXCL6	161.06005579128001	1	ENSG00000152977	ENSG00000111012
BACH2	PNPT1	235.76773732253	1	ENSG00000152977	ENSG00000084207
BACH2	C4orf32	-245.94538824584998	1	ENSG00000152977	ENSG00000168297
NR2E1	AQP4	407.60293768377198	1	ENSG00000151702	ENSG00000057657
TBP	UPP2	102.685416556029	1	ENSG00000100644	ENSG00000114650
TBP	GTPBP1	174.82507250389099	1	ENSG00000100644	ENSG00000173153
TBP	BMP2	86.030155604473492	1	ENSG00000100644	ENSG00000167968
TBP	APOBEC3B	-140.99383149732299	1	ENSG00000100644	ENSG00000197747
SRF	CCL23	-459.117551825855	1	ENSG00000075426	ENSG00000169884
SRF	ACACA	273.43111575612801	1	ENSG00000075426	ENSG00000178175
NR3C1	IFIT2	553.04179568202494	1	ENSG00000124216	ENSG00000133048
HES1	TBX3	-14.651069065369301	1	ENSG00000164532	ENSG00000143641
HES1	IER3	-104.607206479704	1	ENSG00000164532	ENSG00000114353
TLX2	ST6GAL1	235.75291026947997	1	ENSG00000008196	ENSG00000101347
TLX2	ENO2	127.40238112365299	1	ENSG00000008196	ENSG00000010671
TLX2	CSF2	265.06298103158701	1	ENSG00000008196	ENSG00000136997
TLX2	S100A10	-833.52757043130998	1	ENSG00000008196	ENSG00000105825
STAT1	SPI1	29.754883323273102	1	ENSG00000008197	ENSG00000166888
STAT1	IL11	-293.21137729643499	1	ENSG00000008197	ENSG00000278570
STAT1	NAPA	-78.197709224892904	1	ENSG00000008197	ENSG00000078053
STAT1	HAS1	-91.942245450690208	0	ENSG00000008197	ENSG00000116194
STAT1	TRIM25	-142.53021305875001	1	ENSG00000008197	ENSG00000148444
STAT1	B4GALT5	23.0357624788282	1	ENSG00000008197	ENSG00000131981
STAT1	LY6E	-287.45937334385798	0	ENSG00000008197	ENSG00000181541
STAT1	ELF3	-98.188811951338295	1	ENSG00000008197	ENSG00000125952
STAT1	NUAK2	160.66544934281401	1	ENSG00000008197	ENSG00000143384
STAT1	MB21D1	-272.21089302682799	1	ENSG00000008197	ENSG00000065534
STAT1	PFKFB3	155.882009812174	1	ENSG00000008197	ENSG00000198355
STAT1	AHNAK2	286.15474777150297	1	ENSG00000008197	ENSG00000110446
STAT1	nan	17.1628457192075	1	ENSG00000008197	ENSG00000101966
PRRX1	TNC	154.89133842014098	1	ENSG00000213928	ENSG00000115415
PRRX1	KITLG	505.393899693984	1	ENSG00000213928	ENSG00000170581
PRRX1	CREB3L3	125.07989420936801	1	ENSG00000213928	ENSG00000126561
PRRX1	SREBF1	358.53481078335801	1	ENSG00000213928	ENSG00000185507
PRRX1	HSP90AA1	47.968173257353897	1	ENSG00000213928	ENSG00000173039
PRRX1	TIMP1	102.038320810236	1	ENSG00000213928	ENSG00000160710
PRRX1	DHX58	332.19573337754701	1	ENSG00000213928	ENSG00000168062
PRRX1	MVK	114.68312889406799	1	ENSG00000213928	ENSG00000106605
PRRX1	ESRRB	255.59900373870701	1	ENSG00000213928	ENSG00000243649
PRRX1	C3	264.76511949094396	1	ENSG00000213928	ENSG00000108771
PRRX1	THRA	115.80576220171301	1	ENSG00000213928	ENSG00000163840
PRRX1	EPO	209.68759857334302	1	ENSG00000213928	ENSG00000133106
PRRX1	SH3BGRL	270.37910962115001	1	ENSG00000213928	ENSG00000010030
PRRX1	GCH1	106.668100698977	1	ENSG00000213928	ENSG00000112773
PRRX1	PPARG	64.927088894684502	1	ENSG00000213928	ENSG00000116663
PRRX1	TRAFD1	268.34129288481398	0	ENSG00000213928	ENSG00000117228
PRRX1	LMO2	144.00979094384599	1	ENSG00000213928	ENSG00000162645
PRRX1	AGT	221.65163880798698	0	ENSG00000213928	ENSG00000117226
PRRX1	CYP1B1	181.04955156106098	1	ENSG00000213928	ENSG00000100226
PRRX1	LEF1	265.62870547559697	1	ENSG00000213928	ENSG00000138642
PRRX1	BRCA2	257.59858519892703	0	ENSG00000213928	ENSG00000163666
PRRX1	IRF8	159.310628616287	1	ENSG00000213928	ENSG00000204592
PRRX1	VPS53	94.630570779815997	1	ENSG00000213928	ENSG00000204642
PRRX1	ZNF385B	50.719839198052703	1	ENSG00000213928	ENSG00000216490
PRRX1	SCD5	172.195818417916	1	ENSG00000213928	ENSG00000185745
PRRX1	SKP2	170.47852148298099	1	ENSG00000213928	ENSG00000119917
PRRX1	IL9	167.60335502572599	1	ENSG00000213928	ENSG00000152778
PRRX1	THRB	26.993344594181298	1	ENSG00000213928	ENSG00000136689
PRRX1	SSBP3	81.852254471440204	1	ENSG00000213928	ENSG00000002549
PRRX1	ICOS	161.71085533191001	1	ENSG00000213928	ENSG00000204516
PRRX1	IL15	205.265053609283	1	ENSG00000213928	ENSG00000157601
PRRX1	NFIL3	69.889058557485001	1	ENSG00000213928	ENSG00000123609
PRRX1	SLFN5	151.74890748708299	1	ENSG00000213928	ENSG00000111335
PRRX1	PXK	110.20502368518801	1	ENSG00000213928	ENSG00000059378
PRRX1	GJB1	91.182119208106215	1	ENSG00000213928	ENSG00000136147
PRRX1	FASN	146.14314592098	1	ENSG00000213928	ENSG00000038210
PRRX1	CCL19	109.23032973809299	1	ENSG00000213928	ENSG00000204264
PRRX1	CD163	61.995987420445601	1	ENSG00000213928	ENSG00000116514
PRRX1	RXRA	241.41031839090698	1	ENSG00000213928	ENSG00000166750
PRRX1	ESRRG	197.24058949098901	1	ENSG00000213928	ENSG00000168394
PRRX1	TAP2	51.900514575503394	1	ENSG00000213928	ENSG00000185215
PRRX1	IGHG1	423.54065594422599	1	ENSG00000213928	ENSG00000135148
PRRX1	IRF9	104.36911895581699	1	ENSG00000213928	ENSG00000106785
PRRX1	LTA	96.816721288858801	1	ENSG00000213928	ENSG00000132256
PRRX1	KIAA0040	172.230770834212	1	ENSG00000213928	ENSG00000156587
PRRX1	TRIM34	249.47661464511799	1	ENSG00000213928	ENSG00000184979
PRRX1	ADRA2B	143.15867438176301	1	ENSG00000213928	ENSG00000140105
PRRX1	CCL18	166.97253485499101	1	ENSG00000213928	ENSG00000132530
MEF2D	SREBF1	1003.52982577264	1	ENSG00000186350	ENSG00000185507
MEF2D	LAMP3	293.67129123350298	1	ENSG00000186350	ENSG00000104825
MEF2D	CXCL2	694.40895302627109	1	ENSG00000186350	ENSG00000077150
MEF2D	HIF1A	993.60968995864812	1	ENSG00000186350	ENSG00000123358
MEF2D	BLVRA	511.76167121111297	1	ENSG00000186350	ENSG00000103569
MEF2D	PNPT1	186.74450415503503	1	ENSG00000186350	ENSG00000084207
MEF2D	PML	441.58257966669896	1	ENSG00000186350	ENSG00000234745
MEF2D	IRF8	272.79033601273801	1	ENSG00000186350	ENSG00000204592
MEF2D	B2M	448.17542668670995	1	ENSG00000186350	ENSG00000089127
MEF2D	LGALS9	-133.467113485006	1	ENSG00000186350	ENSG00000152256
MEF2D	BACE1	660.51651402645803	1	ENSG00000186350	ENSG00000168003
MEF2D	TNFRSF4	284.41074354496499	1	ENSG00000186350	ENSG00000184602
MEF2D	MBP	681.16380484793899	1	ENSG00000186350	ENSG00000198959
MEF2D	IGHG2	748.78982438887408	1	ENSG00000186350	ENSG00000127191
ETV3	PTPN13	-217.15450322360698	1	ENSG00000112242	ENSG00000150051
IRF6	BMP4	28.489452753241	1	ENSG00000112561	ENSG00000132912
PROX1	IER2	985.45136184716705	1	ENSG00000020633	ENSG00000090382
KMT2A	TNFAIP3	-160.13166493833401	1	ENSG00000119950	ENSG00000121594
KMT2A	BATF2	45.378471786509202	1	ENSG00000119950	ENSG00000090621
KMT2A	INSIG1	-246.92385759471401	1	ENSG00000119950	ENSG00000124216
CREB1	CD38	1448.6097358781699	1	ENSG00000177551	ENSG00000277089
CREB1	CREBBP	1362.4948890445598	1	ENSG00000177551	ENSG00000275385
CREB1	RAB27A	-369.05722396492996	1	ENSG00000177551	ENSG00000137265
CREB1	GBP2	1378.9964360337499	1	ENSG00000177551	ENSG00000204103
CREB1	GRM2	278.70963821957201	1	ENSG00000177551	ENSG00000177000
KLF7	SCAP	-974.82301023032801	1	ENSG00000114315	ENSG00000102970
KLF7	IRF3	-219.252416682085	1	ENSG00000114315	ENSG00000146425
KLF7	HK2	655.63667565739308	1	ENSG00000114315	ENSG00000107798
KLF7	C4orf32	406.10360606958704	1	ENSG00000114315	ENSG00000168297
KLF7	PRAME	595.65840896032603	1	ENSG00000114315	ENSG00000155380
KLF7	MARCKS	241.54823354342901	1	ENSG00000114315	ENSG00000100811
FOXO3	CD38	-76.153719690155299	1	ENSG00000128604	ENSG00000277089
FOXO3	SERPINB1	1082.85308772181	1	ENSG00000128604	ENSG00000271503
FOXO3	BCL3	112.00950303774999	1	ENSG00000128604	ENSG00000168310
FOXO3	ARFRP1	-97.833599973846916	1	ENSG00000128604	ENSG00000150967
FOXO3	MAP4K1	162.99719462311799	1	ENSG00000128604	ENSG00000163568
FOXO3	IFIT3	391.43923216019095	1	ENSG00000128604	ENSG00000003402
FOXO3	IL1B	32.860494876800601	1	ENSG00000128604	ENSG00000215301
FOXO3	UBE2M	21.411606274395801	1	ENSG00000128604	ENSG00000139083
FOXO3	NR0B2	447.66511701294701	1	ENSG00000128604	ENSG00000154153
FOXO3	MKX	537.35771851584605	1	ENSG00000128604	ENSG00000164136
FOXO3	PTS	226.74302169183301	1	ENSG00000128604	ENSG00000115008
FOXO3	PIGF	1555.3230039449199	1	ENSG00000128604	ENSG00000134460
FOXO3	DMP1	-84.853340389493596	1	ENSG00000128604	ENSG00000141401
FOXO3	NRG1	336.35859796378901	1	ENSG00000128604	ENSG00000078081
FOXO3	LRG1	1326.7485772471	1	ENSG00000128604	ENSG00000141682
FOXO3	IFNB1	-78.801489923749415	1	ENSG00000128604	ENSG00000011485
FOXO3	BNIP3	177.25632408796798	1	ENSG00000128604	ENSG00000138670
FOXO3	PLSCR1	-167.34860608123302	1	ENSG00000128604	ENSG00000073849
TGIF2	NOS1	16.319542101263799	1	ENSG00000105866	ENSG00000069667
TGIF2	TF	61.632773737547701	1	ENSG00000105866	ENSG00000143257
TGIF2	IL11	66.972335596756395	1	ENSG00000105866	ENSG00000278570
TGIF2	EP300	124.32388602387699	1	ENSG00000105866	ENSG00000151623
TGIF2	LIPG	78.844641685793206	1	ENSG00000105866	ENSG00000143921
TGIF2	NFKBIB	180.49271649764	1	ENSG00000105866	ENSG00000187134
TGIF2	TRIM14	9.6869624704395001	1	ENSG00000105866	ENSG00000081181
TGIF2	TRIM25	50.463728361607501	1	ENSG00000105866	ENSG00000148444
TGIF2	CCNA1	-181.633711945637	1	ENSG00000105866	ENSG00000115414
TGIF2	RASGEF1B	56.327435841145295	1	ENSG00000105866	ENSG00000105509
TGIF2	LY6E	92.964930373324904	0	ENSG00000105866	ENSG00000181541
TGIF2	SENP2	74.405130581491505	1	ENSG00000105866	ENSG00000187193
TGIF2	ARHGEF3	61.408202116193401	1	ENSG00000105866	ENSG00000163738
TGIF2	DEFB1	-32.490899149845198	1	ENSG00000105866	ENSG00000146232
TGIF2	STAT3	-12.7258118911815	1	ENSG00000105866	ENSG00000100311
TGIF2	CXCL11	-28.283382495346302	1	ENSG00000105866	ENSG00000102144
TGIF2	AQP4	8.53645665731087	1	ENSG00000105866	ENSG00000057657
TGIF2	IL27	115.20067107727199	1	ENSG00000105866	ENSG00000091513
TGIF2	LTB	43.508055934673202	1	ENSG00000105866	ENSG00000144935
TGIF2	CFB	16.006698041923499	0	ENSG00000105866	ENSG00000114638
NR4A3	EGFR	1023.36321273765	1	ENSG00000116833	ENSG00000182393
ONECUT2	SAMHD1	-401.47474325429801	1	ENSG00000134107	ENSG00000138075
ONECUT2	S100A4	-130.29915952624398	1	ENSG00000134107	ENSG00000156502
VSX2	ABCB1	323.71786847476301	1	ENSG00000130522	ENSG00000077092
ZNF410	TNIP3	465.24946216258695	1	ENSG00000109381	ENSG00000131759
ZNF410	BAX	614.398221514331	1	ENSG00000109381	ENSG00000112033
ZNF410	RELB	-202.30507618518502	1	ENSG00000109381	ENSG00000117020
ZNF410	RPL22	451.24331641713502	1	ENSG00000109381	ENSG00000163823
ZNF410	CXCL6	-806.14841591397703	1	ENSG00000109381	ENSG00000111012
ZNF410	SAT1	765.27977104809599	1	ENSG00000109381	ENSG00000116016
ZNF410	LGALS3	-366.89343710887704	1	ENSG00000109381	ENSG00000026103
ZNF410	HK2	79.039703760888997	1	ENSG00000109381	ENSG00000107798
ZNF410	ATF3	464.43802166457499	1	ENSG00000109381	ENSG00000104814
ZNF410	TERT	-850.92697631936096	1	ENSG00000109381	ENSG00000118513
ZNF410	HNF4G	-191.889079822588	1	ENSG00000109381	ENSG00000165030
ZNF410	PTEN	-1479.81252294255	1	ENSG00000109381	ENSG00000185686
ZNF410	PRL	104.14759877770399	1	ENSG00000109381	ENSG00000072062
ZNF410	PRF1	408.57167661006798	1	ENSG00000109381	ENSG00000196154
ZNF410	PLCD1	-806.14018328203792	1	ENSG00000109381	ENSG00000120833
ZNF410	PLSCR1	349.03509161809097	1	ENSG00000109381	ENSG00000073849
BCL11A	NQO1	588.16551019964004	1	ENSG00000197587	ENSG00000143546
MXI1	PLEKHA4	-254.128582733722	1	ENSG00000185811	ENSG00000185722
MXI1	RPL22	-576.07691463575998	1	ENSG00000185811	ENSG00000163823
MXI1	TBX3	-287.80494064073298	1	ENSG00000185811	ENSG00000143641
MXI1	C9orf91	255.18485057500899	1	ENSG00000185811	ENSG00000148346
MXI1	ARHGEF3	151.98481043625	1	ENSG00000185811	ENSG00000163738
MXI1	ALDH1A1	-242.03269109280899	1	ENSG00000185811	ENSG00000167207
MXI1	GK	-320.44578491595701	1	ENSG00000185811	ENSG00000102265
MXI1	TICAM2	-298.06287164071097	1	ENSG00000185811	ENSG00000110057
HOXB3	CFLAR	231.41174561931098	1	ENSG00000111087	ENSG00000101882
HOXB3	CCL5	-51.207524410537005	1	ENSG00000111087	ENSG00000141252
HOXB1	CD9	-794.40139278273193	1	ENSG00000012048	ENSG00000165029
MSX2	TNIP1	536.72918038503701	1	ENSG00000164749	ENSG00000185201
MSX2	NFKBIE	1065.76934292842	1	ENSG00000164749	ENSG00000142089
ELF1	ERLIN1	-376.71503293468902	1	ENSG00000122877	ENSG00000145246
ELF1	SNAI1	-433.49491134235899	1	ENSG00000122877	ENSG00000163734
NR2C1	RARRES3	481.17553444846703	1	ENSG00000179348	ENSG00000170345
MYOG	BCL2L1	290.64326518887998	1	ENSG00000105698	ENSG00000140650
MYOG	CEBPD	97.186698132823793	1	ENSG00000105698	ENSG00000112343
TWIST1	HGF	645.96596470576299	1	ENSG00000185507	ENSG00000121858
TWIST1	NLRP2	378.58053194607402	1	ENSG00000185507	ENSG00000172936
TWIST1	IFNGR1	268.113881063581	1	ENSG00000185507	ENSG00000171132
TWIST1	TNFRSF1B	-86.859395263405091	1	ENSG00000185507	ENSG00000171105
TWIST1	TNC	350.26530558265	1	ENSG00000185507	ENSG00000115415
TWIST1	BCL3	230.14095763480501	1	ENSG00000185507	ENSG00000168310
TWIST1	TIMP1	162.116314342057	1	ENSG00000185507	ENSG00000160710
TWIST1	CCL22	304.15739033688402	1	ENSG00000185507	ENSG00000148926
TWIST1	TFEC	471.03647311100195	1	ENSG00000185507	ENSG00000100342
TWIST1	CAV1	178.04898611708001	1	ENSG00000185507	ENSG00000128335
TWIST1	FGF8	224.47444058603199	1	ENSG00000185507	ENSG00000166710
TWIST1	MVK	174.46449650881303	1	ENSG00000185507	ENSG00000106605
TWIST1	TACR1	72.112000074882403	1	ENSG00000185507	ENSG00000277632
TWIST1	AKT3	191.36948982333499	1	ENSG00000185507	ENSG00000120217
TWIST1	GBP3	59.815739737883504	1	ENSG00000185507	ENSG00000101017
TWIST1	ESRRB	37.9817769856163	1	ENSG00000185507	ENSG00000243649
TWIST1	DUSP1	111.395286782391	1	ENSG00000185507	ENSG00000086065
TWIST1	SDC4	700.71421498943698	0	ENSG00000185507	ENSG00000169245
TWIST1	PLCG1	265.72385424491904	0	ENSG00000185507	ENSG00000169248
TWIST1	C3	301.44821866143502	1	ENSG00000185507	ENSG00000108771
TWIST1	THRA	479.35327389916398	1	ENSG00000185507	ENSG00000163840
TWIST1	NR1D1	392.012682213657	1	ENSG00000185507	ENSG00000138166
TWIST1	IRF5	132.36517432630501	1	ENSG00000185507	ENSG00000120690
TWIST1	EPO	618.44557246081501	1	ENSG00000185507	ENSG00000133106
TWIST1	SH3BGRL	780.31119532484797	1	ENSG00000185507	ENSG00000010030
TWIST1	GCH1	272.132996071533	1	ENSG00000185507	ENSG00000112773
TWIST1	TRAFD1	408.44220654977096	0	ENSG00000185507	ENSG00000117228
TWIST1	AGT	183.09299130273899	0	ENSG00000185507	ENSG00000117226
TWIST1	LEF1	434.45189362374902	1	ENSG00000185507	ENSG00000138642
TWIST1	BRCA2	548.94339491261394	0	ENSG00000185507	ENSG00000163666
TWIST1	VPS53	90.259261173405804	1	ENSG00000185507	ENSG00000204642
TWIST1	KLK3	486.71930233684304	1	ENSG00000185507	ENSG00000196684
TWIST1	ZNF385B	113.01998049287901	1	ENSG00000185507	ENSG00000216490
TWIST1	NR1I2	388.18199916572303	1	ENSG00000185507	ENSG00000137965
TWIST1	TRPC1	240.74460447814099	0	ENSG00000185507	ENSG00000137959
TWIST1	ATP10D	62.858823886919993	1	ENSG00000185507	ENSG00000126709
TWIST1	SCD5	503.46145078438695	1	ENSG00000185507	ENSG00000185745
TWIST1	TIFA	432.64630142093301	0	ENSG00000185507	ENSG00000119922
TWIST1	SKP2	639.70993915859401	1	ENSG00000185507	ENSG00000119917
TWIST1	IL9	251.27932202671602	1	ENSG00000185507	ENSG00000152778
TWIST1	FCGR1A	475.68148893063699	1	ENSG00000185507	ENSG00000134470
TWIST1	NR3C2	348.76255962906305	1	ENSG00000185507	ENSG00000197272
TWIST1	IFIT5	463.11113159718803	1	ENSG00000185507	ENSG00000187608
TWIST1	BCL2L11	746.77892742471204	1	ENSG00000185507	ENSG00000172183
TWIST1	SSBP3	283.41614225459398	1	ENSG00000185507	ENSG00000002549
TWIST1	REL	509.90625023533801	1	ENSG00000185507	ENSG00000120539
TWIST1	IL15	453.57240520258597	1	ENSG00000185507	ENSG00000157601
TWIST1	COL1A2	229.787316784523	1	ENSG00000185507	ENSG00000158517
TWIST1	NFIL3	373.12049505890701	1	ENSG00000185507	ENSG00000123609
TWIST1	SLFN5	447.48384583048301	1	ENSG00000185507	ENSG00000111335
TWIST1	STAT6	871.69747263679403	1	ENSG00000185507	ENSG00000135114
TWIST1	PXK	314.60527030303103	1	ENSG00000185507	ENSG00000059378
TWIST1	GJB1	399.42777240587702	1	ENSG00000185507	ENSG00000136147
TWIST1	KRT15	394.26993735024905	1	ENSG00000185507	ENSG00000140464
TWIST1	CYP7B1	283.10200739269902	1	ENSG00000185507	ENSG00000240065
TWIST1	CD163	48.9571428205507	1	ENSG00000185507	ENSG00000116514
TWIST1	THBD	717.39126817860506	1	ENSG00000185507	ENSG00000134321
TWIST1	GAK	191.45708506301702	0	ENSG00000185507	ENSG00000136514
TWIST1	C1S	147.316103209212	1	ENSG00000185507	ENSG00000138760
TWIST1	IRF7	-106.46838239231899	1	ENSG00000185507	ENSG00000145604
TWIST1	APOD	239.65655105419299	0	ENSG00000185507	ENSG00000035720
TWIST1	ESRRG	247.17627119741798	1	ENSG00000185507	ENSG00000168394
TWIST1	MMP1	391.27190685511903	1	ENSG00000185507	ENSG00000204267
TWIST1	S100A6	456.03197451215897	1	ENSG00000185507	ENSG00000092295
TWIST1	HBE1	112.78594475795099	1	ENSG00000185507	ENSG00000132109
TWIST1	IFI30	292.16029158249296	1	ENSG00000185507	ENSG00000258659
TWIST1	LTA	157.34927498361	1	ENSG00000185507	ENSG00000132256
TWIST1	KIAA0040	379.42054744086499	1	ENSG00000185507	ENSG00000156587
TWIST1	TRIM34	522.068438167154	1	ENSG00000185507	ENSG00000184979
TWIST1	ADRA2B	76.592770752361787	1	ENSG00000185507	ENSG00000140105
TWIST1	CCL18	288.36039007907397	1	ENSG00000185507	ENSG00000132530
TWIST1	nan	175.84253605676201	1	ENSG00000185507	ENSG00000101966
TWIST1	CCL3	737.22080400568302	1	ENSG00000185507	ENSG00000124256
ATF1	STAT5B	214.51374747545199	1	ENSG00000150347	ENSG00000187514
NR4A1	CD48	-203.151626641782	1	ENSG00000178860	ENSG00000004468
NR4A1	CSF2	193.64427048761902	1	ENSG00000178860	ENSG00000136997
HOXC13	ANKFY1	39.5976977682841	1	ENSG00000069011	ENSG00000106688
HOXC12	MT3	366.03151832174797	1	ENSG00000072310	ENSG00000186951
BATF3	NR4A1	138.117557792951	1	ENSG00000120094	ENSG00000108342
BATF3	SAA2	154.2154832205	0	ENSG00000120094	ENSG00000131482
